,RECV_CPLT_DM,EVT_CL_CD,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,RECV_minute,RECV_second,total_address,city,cluster
7824,22/11/01 20:45:40,401,세종특별자치시 세종시 종촌동 (종촌동 ) 649,127.249618,36.505219,22,11,1,20,45,40,"용두동 행정복지센터, 111, 동서대로1322번길, 용두동, 중구, 대전, 34857, 대한민국",세종특별자치시,38
7825,22/11/03 15:15:52,401,세종특별자치시 세종시 장군면 봉안리(행정:장군면 ),127.221666,36.498643,22,11,3,15,15,52,"평화로운 아파트, 홍도로39번길, 홍도동, 동구, 대전, 34554, 대한민국",세종특별자치시,29
7827,22/11/03 01:36:26,401,세종특별자치시 세종시 연서면 봉암리(행정:연서면 ) 230-7,127.284247,36.561699,22,11,3,1,36,26,"블루밍유치원, 동서대로1047번길, 내동, 서구, 대전, 35315, 대한민국",세종특별자치시,10
7831,22/11/01 21:10:31,401,세종특별자치시 세종시 보람동 (행정:보람동 ),127.288215,36.477007,22,11,1,21,10,31,"기지시리, 당진시, 충청남도, 31733, 대한민국",세종특별자치시,23
7832,22/11/01 12:52:34,401,세종특별자치시 세종시 전동면 송성리(전동면 ) 10-6,127.208515,36.673302,22,11,1,12,52,34,"대덕대로127번길, 갈마동, 갈마1동, 갈마동, 서구, 대전, 35272, 대한민국",세종특별자치시,0
7833,22/11/04 14:02:35,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 762,127.25666951,36.49077737,22,11,4,14,2,35,"스카이빌라 A동, 후곤천길, 중도리, 금산군, 충청남도, 32734, 대한민국",세종특별자치시,43
7834,22/11/04 13:49:29,401,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍 ) 224-1,127.28863749,36.59442372,22,11,4,13,49,29,"대전로, 삼성동, 동구, 대전, 34569, 대한민국",세종특별자치시,15
7835,22/11/04 13:50:45,401,세종특별자치시 세종시 도담동 (도담동 ) 407,127.25783511,36.51915082,22,11,4,13,50,45,"계족로761번길, 읍내동현대아파트, 회덕동, 대덕구, 대전, 34360, 대한민국",세종특별자치시,35
7836,22/11/08 09:16:48,401,세종특별자치시 세종시 보람동 (보람동 ) 713,127.29427744,36.48230414,22,11,8,9,16,48,"진잠로140번길, 원내동, 진잠동, 유성구, 대전, 34228, 대한민국",세종특별자치시,23
7838,22/11/03 16:03:42,401,세종특별자치시 세종시 도담동 (도담동 ) 848,127.259287,36.511247,22,11,3,16,3,42,"계룡대교, 월평동, 월평1동, 월평동, 서구, 대전, 35279, 대한민국",세종특별자치시,35
7840,22/11/01 19:17:46,401,세종특별자치시 세종시 종촌동 (종촌동 ) 652,127.2499274,36.50501891,22,11,1,19,17,46,"학성리, 보령시, 충청남도, 33412, 대한민국",세종특별자치시,38
7841,22/11/01 19:18:06,401,세종특별자치시 세종시 종촌동 (종촌동 ) 652,127.25005031,36.50504207,22,11,1,19,18,6,"부리우체국, 현내로, 양곡리, 금산군, 충청남도, 32757, 대한민국",세종특별자치시,38
7846,22/11/02 17:11:54,401,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 15-32,127.299117,36.601419,22,11,2,17,11,54,"궁남로9번길, 동남리, 부여군, 충청남도, 33167, 대한민국",세종특별자치시,25
7847,22/11/04 13:54:44,401,세종특별자치시 세종시 나성동 (새롬동 ) 735,127.256291,36.491175,22,11,4,13,54,44,"두정지하차도, 두정동, 서북구, 천안시, 충청남도, 31111, 대한민국",세종특별자치시,43
7850,22/11/04 17:01:30,401,세종특별자치시 세종시 합강동 (반곡동 ) 10-32,127.32386095,36.52972135,22,11,4,17,1,30,"온천1동 행정복지센터, 35, 도안대로589번길, 봉명동, 온천1동, 온천동, 유성구, 대전, 34179, 대한민국",세종특별자치시,5
7851,22/11/01 21:52:58,401,세종특별자치시 세종시 고운동 (행정:고운동 ) 2005,127.23647,36.500393,22,11,1,21,52,58,"역전시장길, 원동, 중앙동, 동구, 대전, 34626, 대한민국",세종특별자치시,39
7853,22/11/08 09:59:45,401,세종특별자치시 세종시 도담동 (행정:도담동 ),127.258219,36.519385,22,11,8,9,59,45,"대전로, 정동, 중앙동, 동구, 대전, 34626, 대한민국",세종특별자치시,35
7854,22/11/02 22:59:53,401,세종특별자치시 세종시 소담동 (소담동 ) 520,127.30092837,36.48644486,22,11,2,22,59,53,"둔산2동, 둔산동, 서구, 대전, 35230, 대한민국",세종특별자치시,22
7855,22/11/04 22:22:19,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 739,127.25619,36.489394,22,11,4,22,22,19,"덕암북로60번길, 덕암동, 대덕구, 대전, 34330, 대한민국",세종특별자치시,43
7857,22/11/12 17:58:03,401,세종특별자치시 세종시 조치원읍 신안리(조치원읍 ) 393-36,127.28903556,36.61431913,22,11,12,17,58,3,"맑은이치과, 갈마로, 내동, 서구, 대전, 35314, 대한민국",세종특별자치시,8
7864,22/11/05 13:37:28,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 349-3,127.164559,36.68615,22,11,5,13,37,28,"103, 삼성5길, 동남구, 천안시, 충청남도, 31226, 대한민국",세종특별자치시,2
7865,22/11/04 11:57:01,401,세종특별자치시 세종시 대평동 (대평동 ) 484-171,127.2751898,36.466729,22,11,4,11,57,1,"통영대전고속도로, 창평리, 금산군, 충청남도, 32723, 대한민국",세종특별자치시,27
7866,22/11/05 22:16:52,401,세종특별자치시 세종시 다정동 (다정동 ) 960,127.24386692,36.48913622,22,11,5,22,16,52,"맛나감자탕 계룡본점, 팥거리로, 금암동, 계룡시, 충청남도, 32843, 대한민국",세종특별자치시,31
7868,22/11/05 16:54:48,401,세종특별자치시 세종시 가람동 (한솔동 ) 436-5,127.24914137,36.47346674,22,11,5,16,54,48,"피렌체모텔, 온천북로33번길, 봉명동, 온천1동, 온천동, 유성구, 대전, 34184, 대한민국",세종특별자치시,13
7869,22/11/07 13:54:48,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 759,127.256861,36.491718,22,11,7,13,54,48,"백제교, 규암리, 부여군, 충청남도, 33123, 대한민국",세종특별자치시,43
7870,22/11/05 14:39:55,401,세종특별자치시 세종시 도담동 (도담동 ) 654,127.260454,36.515669,22,11,5,14,39,55,"대학로81번길, 궁동, 온천2동, 온천동, 유성구, 대전, 34168, 대한민국",세종특별자치시,35
7871,22/11/07 23:24:29,401,세종특별자치시 세종시 나성동 (새롬동 ) 472-2,127.25966695,36.48399426,22,11,7,23,24,29,"107, 외암로, 읍내동, 아산시, 충청남도, 31562, 대한민국",세종특별자치시,45
7873,22/11/05 13:38:24,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 349-3,127.164688,36.686171,22,11,5,13,38,24,"75, 와룡로136번길, 봉산동, 구즉동, 유성구, 대전, 34006, 대한민국",세종특별자치시,2
7874,22/11/05 18:06:27,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 356-1,127.168422,36.6807,22,11,5,18,6,27,"주추지하차도, 아름동, 세종, 30101, 대한민국",세종특별자치시,2
7875,22/11/05 18:09:09,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 358-1,127.168765,36.680828,22,11,5,18,9,9,"상서당3길, 상서동, 덕암동, 대덕구, 대전, 34344, 대한민국",세종특별자치시,2
7878,22/11/07 03:18:52,401,세종특별자치시 세종시 도담동 (도담동 ) 942,127.26151198,36.50849512,22,11,7,3,18,52,"2150, 세종로, 연서면, 세종, 30049, 대한민국",세종특별자치시,34
7879,22/11/07 23:23:40,401,세종특별자치시 세종시 나성동 (새롬동 ) 713,127.25991726,36.48337483,22,11,7,23,23,40,"천안시동남구보건소, 34, 버들로, 문화동, 동남구, 천안시, 충청남도, 31131, 대한민국",세종특별자치시,45
7881,22/11/08 14:16:56,401,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 163-3,127.301266,36.600991,22,11,8,14,16,56,"성서기독교백화점좋은악기, 1140, 한밭대로, 중리동, 대덕구, 대전, 34395, 대한민국",세종특별자치시,25
7883,22/11/08 10:42:17,401,세종특별자치시 세종시 부강면 부강리(부강면 ) 1164,127.3665161,36.53780633,22,11,8,10,42,17,"상생한의원, 홍성천길, 홍성읍, 홍성군, 충청남도, 32236, 대한민국",세종특별자치시,4
7884,22/11/09 08:18:41,401,세종특별자치시 세종시 보람동 (보람동 ) 738-1,127.28750238,36.47613604,22,11,9,8,18,41,"송악로, 평촌리, 아산시, 충청남도, 31557, 대한민국",세종특별자치시,23
7886,22/11/07 03:21:42,401,세종특별자치시 세종시 도담동 (도담동 ) 942,127.26159115,36.5086092,22,11,7,3,21,42,"Mugun Arts, 배재로, 도마2동, 변동, 서구, 대전, 35326, 대한민국",세종특별자치시,34
7894,22/11/13 18:58:36,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 788,127.257635,36.490977,22,11,13,18,58,36,"오정로100번길, 오정동, 대덕구, 대전, 34438, 대한민국",세종특별자치시,43
7895,22/11/07 10:46:46,401,세종특별자치시 세종시 다정동 (다정동 ) 960,127.24381666,36.48925015,22,11,7,10,46,46,"온양온천초등학교, 90, 청운로, 권곡동, 아산시, 충청남도, 31520, 대한민국",세종특별자치시,31
7896,22/11/08 12:11:29,401,세종특별자치시 세종시 나성동 (새롬동 ) 713,127.259767,36.48331,22,11,8,12,11,29,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,45
7897,22/11/07 13:47:52,401,세종특별자치시 세종시 금남면 두만리(금남면 ) 201,127.2864819,36.4325362,22,11,7,13,47,52,"103, 득안대로, 강산동, 논산시, 충청남도, 32977, 대한민국",세종특별자치시,6
7898,22/11/07 10:37:20,401,세종특별자치시 세종시 도담동 (행정:도담동 ),127.258607,36.514502,22,11,7,10,37,20,"도산로349번길, 용문동, 서구, 대전, 35304, 대한민국",세종특별자치시,35
7899,22/11/10 10:59:06,401,세종특별자치시 세종시 다정동 (행정:종촌동 ),127.240386,36.499754,22,11,10,10,59,6,"해피라움상가, 100, 보듬3로, 아름동, 세종, 30100, 대한민국",세종특별자치시,40
7901,22/11/07 14:01:58,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 713,127.259698,36.483187,22,11,7,14,1,58,"도솔로, 내동, 서구, 대전, 35292, 대한민국",세종특별자치시,45
7907,22/11/09 19:14:50,401,세종특별자치시 세종시 새롬동 (새롬동 ) 580,127.250304,36.487066,22,11,9,19,14,50,"연세이비인후과의원, 온천대로, 온천동, 아산시, 충청남도, 31513, 대한민국",세종특별자치시,31
7913,22/11/09 12:43:15,401,세종특별자치시 세종시 다정동 (행정:다정동 ) 946,127.246636,36.495282,22,11,9,12,43,15,"홍익돈까스, 온천대로, 온천동, 아산시, 충청남도, 31506, 대한민국",세종특별자치시,37
7915,22/11/09 19:54:08,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 205-2,127.2817446,36.46820854,22,11,9,19,54,8,"호남고속도로지선, 장대동, 온천2동, 온천동, 유성구, 대전, 34165, 대한민국",세종특별자치시,26
7916,22/11/09 11:01:18,401,세종특별자치시 세종시 한솔동 (행정:한솔동 ) 984,127.252637,36.473724,22,11,9,11,1,18,"청송주유소, 문화로, 산성동, 중구, 대전, 34989, 대한민국",세종특별자치시,13
7920,22/11/09 19:23:14,401,세종특별자치시 세종시 조치원읍 서창리(조치원읍 ) 203-14,127.2901297,36.6140199,22,11,9,19,23,14,"운정리, 당진시, 충청남도, 31741, 대한민국",세종특별자치시,8
7925,22/11/13 15:54:29,401,세종특별자치시 세종시 전동면 석곡리(전동면 ) 5-13,127.264981,36.648964,22,11,13,15,54,29,"오정동, 대덕구, 대전, 34377, 대한민국",세종특별자치시,3
7926,22/11/09 08:16:52,401,세종특별자치시 세종시 보람동 (보람동 ) 784-1,127.28824177,36.47631648,22,11,9,8,16,52,"갈마동, 갈마1동, 갈마동, 서구, 대전, 35272, 대한민국",세종특별자치시,23
7928,22/11/13 14:16:27,401,세종특별자치시 세종시 보람동 (보람동 ) 753,127.2881556,36.4775437,22,11,13,14,16,27,"서우마트, 계성3길, 읍내동, 당진시, 충청남도, 31776, 대한민국",세종특별자치시,23
7930,22/11/10 23:39:31,401,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 44,127.304978,36.603259,22,11,10,23,39,31,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,21
7934,22/11/14 08:47:47,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 762,127.256968,36.490866,22,11,14,8,47,47,"운산리, 당진시, 충청남도, 31811, 대한민국",세종특별자치시,43
7936,22/11/06 10:25:24,401,세종특별자치시 세종시 나성동 (새롬동 ) 732,127.2560334,36.4921993,22,11,6,10,25,24,"기아자동차, 39-5, 부성6길, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국",세종특별자치시,43
7937,22/11/06 10:26:47,401,세종특별자치시 세종시 나성동 (새롬동 ) 732,127.25601014,36.49245758,22,11,6,10,26,47,"Wa Bar, 보문로260번길, 대흥동, 중구, 대전, 34915, 대한민국",세종특별자치시,43
7938,22/11/06 11:30:04,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 732,127.255774,36.492088,22,11,6,11,30,4,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,43
7939,22/11/11 18:43:46,401,세종특별자치시 세종시 금남면 두만리(금남면 ) 37-17,127.29485442,36.42285843,22,11,11,18,43,46,"KCC인테리어 태양장식, 신관로, 신관동, 공주시, 충청남도, 32574, 대한민국",세종특별자치시,6
7940,22/11/17 16:40:39,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 122-2,127.2802001,36.4639556,22,11,17,16,40,39,"세창치과의원, 도솔로388번길, 괴정동, 서구, 대전, 35258, 대한민국",세종특별자치시,26
7941,22/11/11 18:43:46,401,세종특별자치시 세종시 금남면 두만리(금남면 ) 37-17,127.29485442,36.42285843,22,11,11,18,43,46,"유성대로, 구암동, 온천1동, 온천동, 유성구, 대전, 34174, 대한민국",세종특별자치시,6
7943,22/11/10 14:38:31,401,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍 ) 24-3,127.298241,36.602437,22,11,10,14,38,31,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,25
7946,22/11/14 18:10:40,401,세종특별자치시 세종시 아름동 (아름동 ) 1315,127.242258,36.512107,22,11,14,18,10,40,"아산시, 충청남도, 31578, 대한민국",세종특별자치시,32
7949,22/11/06 22:13:11,401,세종특별자치시 세종시 연서면 월하리(연서면 ) 657-13,127.291996,36.57575,22,11,6,22,13,11,"산내동, 동구, 대전, 34705, 대한민국",세종특별자치시,11
7951,22/11/11 18:32:53,401,세종특별자치시 세종시 금남면 두만리(금남면 ) 581-9,127.29457862,36.42324545,22,11,11,18,32,53,"백석동, 서북구, 천안시, 충청남도, 31098, 대한민국",세종특별자치시,6
7952,22/11/11 18:32:53,401,세종특별자치시 세종시 금남면 두만리(금남면 ) 581-9,127.29457862,36.42324545,22,11,11,18,32,53,"혜천유치원, 혜천로, 복수동, 서구, 대전, 35404, 대한민국",세종특별자치시,6
7953,22/11/11 17:57:16,401,세종특별자치시 세종시 고운동 (고운동 ) 157-25,127.2484639,36.5279437,22,11,11,17,57,16,"하나로마트, 수도산로47번길, 대흥동, 중구, 대전, 34919, 대한민국",세종특별자치시,17
7954,22/11/11 18:04:40,401,세종특별자치시 세종시 아름동 (아름동 ) 1480,127.24875077,36.52779475,22,11,11,18,4,40,"부사동, 중구, 대전, 34954, 대한민국",세종특별자치시,17
7955,22/11/11 18:18:12,401,세종특별자치시 세종시 어진동 (도담동 ) 657,127.264895,36.496303,22,11,11,18,18,12,"남서울대학교, 성진로, 성환읍, 서북구, 천안시, 충청남도, 31023, 대한민국",세종특별자치시,36
7959,22/11/14 13:32:20,401,세종특별자치시 세종시 소담동 (행정:소담동 ) 598-1,127.305484,36.481647,22,11,14,13,32,20,"남서1길, 남곡동, 보령시, 충청남도, 33492, 대한민국",세종특별자치시,20
7962,22/11/10 08:00:50,401,세종특별자치시 세종시 부강면 갈산리(부강면 ) 산51-30,127.357013,36.539969,22,11,10,8,0,50,"e편한세상서산예천아파트, 서산시, 충청남도, 32005, 대한민국",세종특별자치시,4
7964,22/11/10 20:09:55,401,세종특별자치시 세종시 연서면 봉암리(연서면 ) 215-15,127.283607,36.562597,22,11,10,20,9,55,"세븐일레븐, 당진시장남길, 읍내동, 당진시, 충청남도, 31785, 대한민국",세종특별자치시,10
7965,22/11/11 06:29:28,401,세종특별자치시 세종시 연서면 월하리(연서면 ) 656-2,127.291889,36.575986,22,11,11,6,29,28,"제일유통할인마트, 봉명4길, 봉명동, 동남구, 천안시, 충청남도, 31150, 대한민국",세종특별자치시,11
7966,22/11/14 16:06:44,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 712,127.259523,36.483506,22,11,14,16,6,44,"가로수로, 흥덕구, 청주시, 충청북도, 28169, 대한민국",세종특별자치시,45
7967,22/11/14 14:03:14,401,세종특별자치시 세종시 어진동 (도담동 ) 588,127.259209,36.497816,22,11,14,14,3,14,"110, 문화로, 모종동, 아산시, 충청남도, 31527, 대한민국",세종특별자치시,42
7968,22/11/11 05:41:49,401,세종특별자치시 세종시 전의면 유천리(전의면 ) 298-3,127.168529,36.686493,22,11,11,5,41,49,"정림동, 서구, 대전, 35396, 대한민국",세종특별자치시,2
7969,22/11/11 19:14:58,401,세종특별자치시 세종시 연서면 월하리(행정:연서면 ) 507-1,127.289643,36.573781,22,11,11,19,14,58,"성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국",세종특별자치시,11
7973,22/11/14 11:20:10,401,세종특별자치시 세종시 가람동 (한솔동 ) 796-6,127.25562572,36.47031784,22,11,14,11,20,10,"102, 16, 순천향1길, 쌍용동, 동남구, 천안시, 충청남도, 31151, 대한민국",세종특별자치시,13
7976,22/11/10 18:25:43,401,세종특별자치시 세종시 소담동 (소담동 ) 530,127.30178822,36.4877091,22,11,10,18,25,43,"대전충남지방병무청, 5, 중앙로16번길, 문화1동, 문화동, 중구, 대전, 34944, 대한민국",세종특별자치시,22
7979,22/11/10 18:15:21,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 135-5,127.2812676,36.4652807,22,11,10,18,15,21,"용두1길, 동남구, 천안시, 충청남도, 31474, 대한민국",세종특별자치시,26
7980,22/11/14 14:41:01,401,세종특별자치시 세종시 다정동(새롬동) 363-445,127.25558336,36.49398168,22,11,14,14,41,1,"세브란스치과의원, 둔산중로46번길, 관저2동, 둔산동, 서구, 대전, 35241, 대한민국",세종특별자치시,43
7981,22/11/11 14:33:53,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 763,127.257031,36.490325,22,11,11,14,33,53,"102, 탕정면로, 호산리, 아산시, 충청남도, 31460, 대한민국",세종특별자치시,43
7982,22/11/10 13:06:36,401,세종특별자치시 세종시 부강면 부강리(부강면 ) 401-60,127.36514272,36.53163174,22,11,10,13,6,36,"우송대학교 서캠퍼스, 171, 동대전로, 자양동, 동구, 대전, 34606, 대한민국",세종특별자치시,4
7983,22/11/11 16:39:40,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 454-6,127.280345,36.463569,22,11,11,16,39,40,"대림길, 부창동, 논산시, 충청남도, 32955, 대한민국",세종특별자치시,26
7986,22/11/21 15:14:34,401,세종특별자치시 세종시 새롬동 (행정:새롬동 ),127.250802,36.486561,22,11,21,15,14,34,"도로원점삼거리, 버들로, 원성동, 동남구, 천안시, 충청남도, 31132, 대한민국",세종특별자치시,31
7990,22/11/15 15:05:08,401,세종특별자치시 세종시 대평동 (행정:대평동 ) 685,127.276814,36.47301,22,11,15,15,5,8,"온천단지3로, 덕산면, 예산군, 충청남도, 32406, 대한민국",세종특별자치시,28
7992,22/11/17 13:42:56,401,세종특별자치시 세종시 어진동 (도담동 ) 702,127.26114,36.507053,22,11,17,13,42,56,"번영로, 취암동, 논산시, 충청남도, 32978, 대한민국",세종특별자치시,34
7993,22/11/18 15:31:28,401,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 254-2,127.298981,36.5915698,22,11,18,15,31,28,"천안충무병원, 8, 다가말3길, 쌍용1동, 쌍용동, 서북구, 천안시, 충청남도, 31181, 대한민국",세종특별자치시,16
7995,22/11/13 23:58:00,401,세종특별자치시 세종시 조치원읍 신안리(조치원읍 ) 33,127.29271991,36.61359535,22,11,13,23,58,0,"메가시티, 106, 도움1로, 종촌동, 세종, 30064, 대한민국",세종특별자치시,8
7998,22/11/16 17:57:59,401,세종특별자치시 세종시 금남면 용포리(행정:금남면 ) 212-1,127.281411,36.469063,22,11,16,17,57,59,"배방로187번길, 북수리, 아산시, 충청남도, 31487, 대한민국",세종특별자치시,26
7999,22/12/08 00:38:25,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍 ) 1-16,127.30063,36.602326,22,12,8,0,38,25,"대종로, 옥계동, 석교동, 중구, 대전, 35040, 대한민국",세종특별자치시,25
8002,22/11/17 18:21:42,401,세종특별자치시 세종시 대평동 (대평동 ) 269-70,127.27522897,36.46756313,22,11,17,18,21,42,"엑스포인삼불가마사우나, 인삼약초로, 하옥리, 금산군, 충청남도, 32734, 대한민국",세종특별자치시,27
8004,22/11/17 18:38:33,401,세종특별자치시 세종시 도담동 (행정:도담동 ),127.258468,36.515586,22,11,17,18,38,33,"호남고속도로지선, 논산시, 충청남도, 54520, 대한민국",세종특별자치시,35
8005,22/11/17 18:48:31,401,세종특별자치시 세종시 나성동 (새롬동 ) 761,127.25646485,36.49112556,22,11,17,18,48,31,"조천교, 조천천 자전거길 출입로, 조치원읍, 세종, 30025, 대한민국",세종특별자치시,43
8011,22/11/16 12:52:38,401,세종특별자치시 세종시 가람동 (한솔동 ) 970,127.25103,36.470557,22,11,16,12,52,38,"302, 원이로, 삭선리, 태안군, 충청남도, 32111, 대한민국",세종특별자치시,13
8013,22/11/16 18:58:38,401,세종특별자치시 세종시 종촌동 (종촌동 ) 665,127.250088,36.503502,22,11,16,18,58,38,"부영아파트106동, 부춘1로, 읍내동, 서산시, 충청남도, 31970, 대한민국",세종특별자치시,38
8018,22/11/16 18:10:31,401,세종특별자치시 세종시 새롬동 (새롬동 ) 563,127.25580872,36.48926357,22,11,16,18,10,31,"태양주유소, 계족로512번길, 용전동, 동구, 대전, 34541, 대한민국",세종특별자치시,43
8019,22/11/28 07:42:25,401,세종특별자치시 세종시 대평동(한솔동) 269-14,127.27376821,36.46918043,22,11,28,7,42,25,"한밭대로, 용전동, 동구, 대전, 34541, 대한민국",세종특별자치시,27
8025,22/11/12 21:30:22,401,세종특별자치시 세종시 나성동 (행정:새롬동 ) 763,127.257079,36.490422,22,11,12,21,30,22,"성정로, 성정동, 성정1동, 성정동, 서북구, 천안시, 충청남도, 31143, 대한민국",세종특별자치시,43
8026,22/11/15 10:34:48,401,세종특별자치시 세종시 도담동 (도담동 ) 407-7,127.25719505,36.51918217,22,11,15,10,34,48,"당암리, 태안군, 충청남도, 대한민국",세종특별자치시,35
8027,22/11/18 19:21:48,401,세종특별자치시 세종시 부강면 부강리(부강면 ) 519-12,127.368665,36.527138,22,11,18,19,21,48,"서산영덕고속도로, 신영리, 공주시, 충청남도, 32506, 대한민국",세종특별자치시,4
8030,22/11/23 06:52:08,401,세종특별자치시 세종시 대평동 (행정:대평동 ),127.275078,36.467425,22,11,23,6,52,8,"월평중로, 월평동, 월평1동, 월평동, 서구, 대전, 35210, 대한민국",세종특별자치시,27
8031,22/11/12 21:52:53,401,세종특별자치시 세종시 조치원읍 신안리(행정:조치원읍 ) 382-5,127.289667,36.615043,22,11,12,21,52,53,"기업도시로, 반곡리, 태안군, 충청남도, 32144, 대한민국",세종특별자치시,8
8033,22/11/12 08:22:22,401,세종특별자치시 세종시 아름동(도담동) 81,127.25088489,36.51271037,22,11,12,8,22,22,"임수산나치과의원, 두정상가4길, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국",세종특별자치시,33
8036,22/11/16 15:44:06,401,세종특별자치시 세종시 어진동 (도담동 ) 550,127.26318191,36.50679745,22,11,16,15,44,6,"동서대로, 삼성동, 동구, 대전, 34570, 대한민국",세종특별자치시,34
8040,22/11/12 18:59:01,401,세종특별자치시 세종시 아름동 (행정:아름동 ) 1350,127.24701003,36.51169904,22,11,12,18,59,1,"옥천로, 판암1동, 판암동, 동구, 대전, 34675, 대한민국",세종특별자치시,33
8044,22/11/16 09:07:19,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 320,127.27889496,36.46230947,22,11,16,9,7,19,"계백로, 야화리, 논산시, 충청남도, 32945, 대한민국",세종특별자치시,26
8045,22/11/18 17:42:26,401,세종특별자치시 세종시 새롬동 (새롬동 ) 628,127.2504008,36.4852738,22,11,18,17,42,26,"Burger King, 동서대로, 가양1동, 성남동, 동구, 대전, 34584, 대한민국",세종특별자치시,31
8048,22/11/23 17:28:55,401,세종특별자치시 세종시 아름동 (행정:아름동 ) 1316,127.242608,36.51228,22,11,23,17,28,55,"문정로9번길, 둔산2동, 둔산동, 서구, 대전, 35235, 대한민국",세종특별자치시,32
8049,22/11/21 23:46:21,401,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 137-4,127.29131,36.592047,22,11,21,23,46,21,"1103, 도움3로, 종촌동, 세종, 30064, 대한민국",세종특별자치시,16
8051,22/11/16 19:17:00,401,세종특별자치시 세종시 나성동 (새롬동 ) 361-214,127.25712836,36.48913801,22,11,16,19,17,0,"쌍용대로, 두정동, 서북구, 천안시, 충청남도, 31106, 대한민국",세종특별자치시,43
8054,22/11/18 07:44:01,401,세종특별자치시 세종시 반곡동 (반곡동 ) 760,127.30636066,36.4955659,22,11,18,7,44,1,"205, 둔산로, 둔산3동, 둔산동, 서구, 대전, 35248, 대한민국",세종특별자치시,19
8055,22/11/18 08:02:28,401,세종특별자치시 세종시 장군면 봉안리(장군면 ) 539-6,127.22181987,36.49870276,22,11,18,8,2,28,"원두정5길, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국",세종특별자치시,29
8063,22/11/15 19:54:47,401,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 141-52,127.29696355,36.60012361,22,11,15,19,54,47,"대로리, 서산시, 충청남도, 31909, 대한민국",세종특별자치시,25
8065,22/11/22 17:30:38,401,세종특별자치시 세종시 나성동 (행정:새롬동 ),127.257607,36.490477,22,11,22,17,30,38,"고대리, 당진시, 충청남도, 31720, 대한민국",세종특별자치시,43
8069,22/11/23 08:34:45,401,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 39-6,127.30463618,36.60305247,22,11,23,8,34,45,"공수리, 아산시, 충청남도, 대한민국",세종특별자치시,21
8071,22/11/29 11:22:57,401,세종특별자치시 세종시 부강면 부강리(행정:부강면 ) 451,127.367791,36.530946,22,11,29,11,22,57,"신갈마로, 갈마2동, 갈마동, 서구, 대전, 35276, 대한민국",세종특별자치시,4
8078,22/11/22 00:41:23,401,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍 ),127.292186,36.591022,22,11,22,0,41,23,"천변북길, 궁촌동, 보령시, 충청남도, 33458, 대한민국",세종특별자치시,16
8079,22/11/16 10:40:20,401,세종특별자치시 세종시 금남면 용포리(금남면 ) 237-33,127.27742105,36.46163528,22,11,16,10,40,20,"부성2동 행정복지센터, 39-5, 부성7길, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국",세종특별자치시,26
8080,22/11/24 18:39:00,401,세종특별자치시 세종시 다정동 (다정동 ) 973,127.255669,36.4911,22,11,24,18,39,0,"한누리대로, 반곡동, 세종, 30148, 대한민국",세종특별자치시,43
