date,accident_num,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 이슬점온도(°C),year,month,day,측정소명,O3,PM10,PM2.5,season,요일,workday
2021-04-27,1.0,16.6,0.0,1.1,59.0,8.0,2021,4,27,구성동,1,1,0,spring,화요일,0
2021-04-28,0.0,16.9,0.1,1.4,58.6,7.7,2021,4,28,구성동,1,2,1,spring,수요일,0
2021-04-29,1.0,16.2,0.7,1.9,58.9,7.6,2021,4,29,구성동,1,1,1,spring,목요일,0
2021-04-30,4.0,13.1,0.6,2.4,70.9,7.7,2021,4,30,구성동,1,1,0,spring,금요일,0
2021-05-01,0.0,10.5,1.4,1.7,79.3,6.9,2021,5,1,구성동,1,1,0,spring,토요일,1
2021-05-02,0.0,13.0,2.6,1.6,69.0,6.7,2021,5,2,구성동,1,0,0,spring,일요일,1
2021-05-03,0.0,15.1,0.0,1.5,56.4,4.8,2021,5,3,구성동,1,0,0,spring,월요일,0
2021-05-04,0.0,17.2,5.2,1.4,76.6,12.7,2021,5,4,구성동,0,0,0,spring,화요일,0
2021-05-05,0.0,15.2,2.3,2.2,57.8,5.3,2021,5,5,구성동,1,1,0,spring,수요일,1
2021-05-06,1.0,15.8,0.0,1.3,49.1,3.7,2021,5,6,구성동,1,1,0,spring,목요일,0
2021-05-07,1.0,15.2,2.6,2.0,61.9,7.3,2021,5,7,구성동,1,3,2,spring,금요일,0
2021-05-08,1.0,16.3,0.0,2.4,60.0,7.7,2021,5,8,구성동,1,3,2,spring,토요일,1
2021-05-09,0.0,16.8,0.0,2.3,50.9,4.9,2021,5,9,구성동,1,2,1,spring,일요일,1
2021-05-10,2.0,12.5,11.1,1.1,86.0,10.0,2021,5,10,구성동,0,0,0,spring,월요일,0
2021-05-11,0.0,15.8,2.9,3.5,70.1,9.8,2021,5,11,구성동,1,0,0,spring,화요일,0
2021-05-12,0.0,20.1,0.0,2.5,50.6,9.1,2021,5,12,구성동,1,0,0,spring,수요일,0
2021-05-13,4.0,22.3,0.0,1.0,61.9,14.0,2021,5,13,구성동,1,0,0,spring,목요일,0
2021-05-14,0.0,23.9,0.0,1.5,67.4,16.9,2021,5,14,구성동,1,1,1,spring,금요일,0
2021-05-15,0.0,23.0,1.7,1.2,86.4,20.4,2021,5,15,구성동,1,0,1,spring,토요일,1
2021-05-16,0.0,21.3,43.7,1.2,97.0,20.8,2021,5,16,구성동,0,0,0,spring,일요일,1
2021-05-17,0.0,16.4,3.3,1.7,97.0,15.9,2021,5,17,구성동,0,0,0,spring,월요일,0
2021-05-18,1.0,18.8,0.0,0.9,82.0,15.3,2021,5,18,구성동,1,0,0,spring,화요일,0
2021-05-19,0.0,20.9,0.0,1.2,63.3,12.4,2021,5,19,구성동,1,1,1,spring,수요일,1
2021-05-20,1.0,16.9,13.0,1.4,89.5,15.1,2021,5,20,구성동,1,0,0,spring,목요일,0
2021-05-21,1.0,15.3,0.1,1.6,92.9,14.1,2021,5,21,구성동,1,0,0,spring,금요일,0
2021-05-22,0.0,18.6,0.0,1.2,77.3,14.1,2021,5,22,구성동,1,0,0,spring,토요일,1
2021-05-23,0.0,20.3,0.0,0.8,72.9,14.7,2021,5,23,구성동,1,0,1,spring,일요일,1
2021-05-24,0.0,20.2,0.0,1.5,58.5,10.8,2021,5,24,구성동,1,1,1,spring,월요일,0
2021-05-25,0.0,16.8,1.5,2.2,66.8,9.6,2021,5,25,구성동,1,2,1,spring,화요일,0
2021-05-26,2.0,17.9,0.0,1.3,63.0,10.1,2021,5,26,구성동,1,1,0,spring,수요일,0
2021-05-27,0.0,17.0,1.0,2.0,80.9,13.4,2021,5,27,구성동,1,1,0,spring,목요일,0
2021-05-28,0.0,15.0,30.2,1.5,87.1,12.8,2021,5,28,구성동,1,1,0,spring,금요일,0
2021-05-29,0.0,18.5,0.0,1.8,69.8,12.2,2021,5,29,구성동,1,0,0,spring,토요일,1
2021-05-30,0.0,20.9,4.5,1.0,70.6,14.4,2021,5,30,구성동,1,1,0,spring,일요일,1
2021-05-31,0.0,20.7,7.1,1.1,76.9,15.8,2021,5,31,구성동,1,1,0,spring,월요일,0
2021-06-01,3.0,22.5,0.0,1.4,69.5,16.1,2021,6,1,구성동,1,1,1,summer,화요일,0
2021-06-02,0.0,24.4,0.0,1.0,61.5,15.6,2021,6,2,구성동,1,1,1,summer,수요일,0
2021-06-03,0.0,19.2,24.2,0.7,91.6,17.7,2021,6,3,구성동,0,0,0,summer,목요일,0
2021-06-04,0.0,18.6,1.2,1.7,74.1,13.2,2021,6,4,구성동,1,0,0,summer,금요일,0
2021-06-05,0.0,21.5,0.0,2.3,71.5,15.9,2021,6,5,구성동,1,1,1,summer,토요일,1
2021-06-06,2.0,23.4,0.0,1.8,67.3,16.4,2021,6,6,구성동,1,1,1,summer,일요일,1
2021-06-07,1.0,23.3,0.0,1.2,62.3,14.6,2021,6,7,구성동,1,1,1,summer,월요일,0
2021-06-08,0.0,24.8,0.0,0.8,66.9,17.5,2021,6,8,구성동,1,1,1,summer,화요일,0
2021-06-09,0.0,26.9,0.0,1.2,65.0,19.0,2021,6,9,구성동,1,1,1,summer,수요일,0
2021-06-10,0.0,25.7,1.6,2.0,68.4,18.8,2021,6,10,구성동,1,1,1,summer,목요일,0
2021-06-11,0.0,23.5,12.6,1.6,84.1,20.3,2021,6,11,구성동,1,0,0,summer,금요일,0
2021-06-12,1.0,25.3,0.0,0.9,78.3,20.8,2021,6,12,구성동,1,0,1,summer,토요일,1
2021-06-13,0.0,25.2,0.0,1.2,80.6,21.3,2021,6,13,구성동,1,1,1,summer,일요일,1
2021-06-14,0.0,24.9,0.0,1.3,83.3,21.7,2021,6,14,구성동,1,1,1,summer,월요일,0
2021-06-15,2.0,22.6,1.9,2.4,84.5,19.8,2021,6,15,구성동,1,0,1,summer,화요일,0
2021-06-16,0.0,23.6,0.0,3.6,71.4,18.0,2021,6,16,구성동,1,0,0,summer,수요일,0
2021-06-17,0.0,22.1,0.1,1.7,80.0,18.3,2021,6,17,구성동,1,0,0,summer,목요일,0
2021-06-18,0.0,21.2,1.4,1.2,92.6,19.9,2021,6,18,구성동,1,0,0,summer,금요일,0
2021-06-19,0.0,23.5,0.0,1.2,72.8,17.7,2021,6,19,구성동,1,0,0,summer,토요일,1
2021-06-20,0.0,24.4,0.0,1.7,67.6,17.2,2021,6,20,구성동,1,1,1,summer,일요일,1
2021-06-21,0.0,24.8,0.0,1.5,63.8,16.4,2021,6,21,구성동,1,1,1,summer,월요일,0
2021-06-22,0.0,23.6,0.0,1.1,67.4,16.7,2021,6,22,구성동,1,0,0,summer,화요일,0
2021-06-23,1.0,20.9,6.7,1.7,91.3,19.4,2021,6,23,구성동,0,0,1,summer,수요일,0
2021-06-24,0.0,23.2,0.0,1.1,79.4,19.1,2021,6,24,구성동,1,0,0,summer,목요일,0
2021-06-25,0.0,24.4,5.2,1.1,77.3,19.6,2021,6,25,구성동,1,0,0,summer,금요일,0
2021-06-26,0.0,22.6,22.0,0.8,88.5,20.4,2021,6,26,구성동,1,0,0,summer,토요일,1
2021-06-27,1.0,25.0,0.5,1.3,76.0,20.1,2021,6,27,구성동,1,0,0,summer,일요일,1
2021-06-28,1.0,25.6,0.0,1.9,72.9,20.1,2021,6,28,구성동,1,0,1,summer,월요일,0
2021-06-29,1.0,23.5,24.2,1.2,86.6,20.9,2021,6,29,구성동,1,0,1,summer,화요일,0
2021-06-30,0.0,24.8,4.3,0.9,83.8,21.5,2021,6,30,구성동,1,1,1,summer,수요일,0
2021-07-01,0.0,26.7,0.0,1.1,77.9,22.1,2021,7,1,구성동,1,1,1,summer,목요일,0
2021-07-02,0.0,27.0,0.0,2.1,63.8,19.4,2021,7,2,구성동,1,0,0,summer,금요일,0
2021-07-03,1.0,23.2,42.2,4.2,87.3,20.7,2021,7,3,구성동,1,0,0,summer,토요일,1
2021-07-04,0.0,22.7,13.7,2.5,94.9,21.7,2021,7,4,구성동,1,0,0,summer,일요일,1
2021-07-05,1.0,22.5,5.6,1.1,90.8,20.9,2021,7,5,구성동,0,0,0,summer,월요일,0
2021-07-06,1.0,23.6,15.6,0.8,95.1,22.7,2021,7,6,구성동,0,0,0,summer,화요일,0
2021-07-07,0.0,26.0,2.5,1.1,94.5,24.9,2021,7,7,구성동,0,0,0,summer,수요일,0
2021-07-08,0.0,26.4,38.6,1.2,84.8,23.4,2021,7,8,구성동,1,0,0,summer,목요일,0
2021-07-09,0.0,26.2,4.2,1.1,83.0,22.8,2021,7,9,구성동,1,0,0,summer,금요일,0
2021-07-10,1.0,27.0,10.0,1.6,84.8,24.0,2021,7,10,구성동,1,0,0,summer,토요일,1
2021-07-11,2.0,27.2,0.2,1.4,86.1,24.5,2021,7,11,구성동,1,0,0,summer,일요일,1
2021-07-12,0.0,28.7,0.0,0.9,84.0,25.5,2021,7,12,구성동,1,0,0,summer,월요일,0
2021-07-13,0.0,29.8,0.0,1.3,77.0,25.0,2021,7,13,구성동,0,0,0,summer,화요일,0
2021-07-14,1.0,29.5,0.0,1.2,77.9,24.9,2021,7,14,구성동,0,0,0,summer,수요일,0
2021-07-15,1.0,29.3,0.0,1.2,76.8,24.3,2021,7,15,구성동,0,0,0,summer,목요일,0
2021-07-16,0.0,28.4,1.3,1.4,79.8,24.0,2021,7,16,구성동,1,0,0,summer,금요일,0
2021-07-17,0.0,27.1,0.0,2.2,81.1,23.3,2021,7,17,구성동,1,0,0,summer,토요일,1
2021-07-18,0.0,27.3,16.5,1.5,79.1,22.9,2021,7,18,구성동,1,0,0,summer,일요일,1
2021-07-19,0.0,26.7,0.0,0.8,86.9,24.0,2021,7,19,구성동,0,0,0,summer,월요일,0
2021-07-20,3.0,27.6,0.0,0.9,87.5,25.2,2021,7,20,구성동,0,0,0,summer,화요일,0
2021-07-21,3.0,29.5,0.0,1.9,70.0,22.9,2021,7,21,구성동,0,0,0,summer,수요일,0
2021-07-22,0.0,29.2,0.0,2.5,70.1,23.0,2021,7,22,구성동,1,0,0,summer,목요일,0
2021-07-23,0.0,29.7,0.0,1.8,70.6,23.4,2021,7,23,구성동,1,0,0,summer,금요일,0
2021-07-24,0.0,30.2,0.0,1.9,69.9,23.8,2021,7,24,구성동,1,0,0,summer,토요일,1
2021-07-25,0.0,29.7,0.0,2.7,70.9,23.7,2021,7,25,구성동,1,0,0,summer,일요일,1
2021-07-26,0.0,29.9,0.0,2.4,66.3,22.6,2021,7,26,구성동,1,0,0,summer,월요일,0
2021-07-27,1.0,30.1,0.0,1.7,66.8,22.7,2021,7,27,구성동,1,0,0,summer,화요일,0
2021-07-28,0.0,30.6,0.0,1.3,65.9,23.1,2021,7,28,구성동,1,0,0,summer,수요일,0
2021-07-29,0.0,30.2,0.0,1.3,73.4,24.6,2021,7,29,구성동,1,0,1,summer,목요일,0
2021-07-30,0.0,30.8,0.0,1.3,68.1,23.7,2021,7,30,구성동,1,0,0,summer,금요일,0
2021-07-31,0.0,30.2,1.4,1.1,74.3,24.5,2021,7,31,구성동,1,0,0,summer,토요일,1
2021-08-01,1.0,27.3,19.8,1.0,89.0,25.1,2021,8,1,구성동,1,0,0,summer,일요일,1
2021-08-02,0.0,26.0,34.0,0.8,95.5,25.1,2021,8,2,구성동,0,0,0,summer,월요일,0
2021-08-03,1.0,28.0,5.1,1.2,84.9,25.0,2021,8,3,구성동,0,0,0,summer,화요일,0
2021-08-04,0.0,29.7,0.1,1.1,76.9,24.8,2021,8,4,구성동,0,0,0,summer,수요일,0
2021-08-05,1.0,29.8,0.7,1.0,76.1,24.7,2021,8,5,구성동,1,0,0,summer,목요일,0
2021-08-06,1.0,27.7,11.1,1.2,87.1,25.0,2021,8,6,구성동,1,0,0,summer,금요일,0
2021-08-07,1.0,27.7,0.0,1.0,78.4,23.2,2021,8,7,구성동,1,0,0,summer,토요일,1
2021-08-08,0.0,26.6,0.0,1.1,85.4,23.9,2021,8,8,구성동,1,0,0,summer,일요일,1
2021-08-09,0.0,28.1,0.0,1.2,70.9,21.9,2021,8,9,구성동,1,0,0,summer,월요일,0
2021-08-10,0.0,27.3,7.8,1.8,78.0,22.8,2021,8,10,구성동,1,0,0,summer,화요일,0
2021-08-11,3.0,27.4,0.0,1.0,75.4,22.1,2021,8,11,구성동,1,0,0,summer,수요일,0
2021-08-12,0.0,27.6,0.0,1.1,76.5,22.7,2021,8,12,구성동,1,0,1,summer,목요일,0
2021-08-13,1.0,26.7,0.0,1.3,80.0,22.7,2021,8,13,구성동,1,0,0,summer,금요일,0
2021-08-14,0.0,25.7,0.3,1.5,78.4,21.5,2021,8,14,구성동,1,0,0,summer,토요일,1
2021-08-15,1.0,26.7,0.0,2.3,73.9,21.2,2021,8,15,구성동,1,0,0,summer,일요일,1
2021-08-16,2.0,26.2,0.0,2.6,71.5,20.5,2021,8,16,구성동,1,0,0,summer,월요일,1
2021-08-17,2.0,25.5,0.1,1.5,72.3,20.0,2021,8,17,구성동,1,0,0,summer,화요일,0
2021-08-18,0.0,24.7,1.1,2.0,77.6,20.2,2021,8,18,구성동,1,0,0,summer,수요일,0
2021-08-19,1.0,24.3,3.2,1.4,83.9,21.0,2021,8,19,구성동,1,0,0,summer,목요일,0
2021-08-20,1.0,26.0,0.0,1.6,75.3,20.9,2021,8,20,구성동,1,0,0,summer,금요일,0
2021-08-21,4.0,24.5,44.9,2.4,90.8,22.8,2021,8,21,구성동,1,0,0,summer,토요일,1
2021-08-22,0.0,25.5,0.7,1.2,84.9,22.5,2021,8,22,구성동,1,0,0,summer,일요일,1
2021-08-23,1.0,22.8,65.0,0.9,97.0,22.2,2021,8,23,구성동,1,0,0,summer,월요일,0
2021-08-24,1.0,24.3,25.2,1.6,94.5,23.3,2021,8,24,구성동,1,0,0,summer,화요일,0
2021-08-25,0.0,23.7,22.7,0.7,97.0,23.1,2021,8,25,구성동,1,0,0,summer,수요일,0
2021-08-26,0.0,25.7,0.0,1.3,86.4,23.0,2021,8,26,구성동,1,0,0,summer,목요일,0
2021-08-27,0.0,21.8,16.6,1.0,96.9,21.3,2021,8,27,구성동,1,0,0,summer,금요일,0
2021-08-28,0.0,22.8,0.0,0.6,90.0,21.0,2021,8,28,구성동,1,0,0,summer,토요일,1
2021-08-29,2.0,22.4,28.3,0.9,92.5,21.0,2021,8,29,구성동,1,0,0,summer,일요일,1
2021-08-30,1.0,22.9,0.1,0.5,93.8,21.7,2021,8,30,구성동,0,1,1,summer,월요일,0
2021-08-31,0.0,23.4,2.4,0.9,90.9,21.7,2021,8,31,구성동,0,0,1,summer,화요일,0
2021-09-01,2.0,23.1,52.4,1.6,97.0,22.5,2021,9,1,구성동,0,0,0,fall,수요일,0
2021-09-02,0.0,22.7,0.0,2.4,85.5,20.0,2021,9,2,구성동,1,0,0,fall,목요일,0
2021-09-03,0.0,23.7,0.0,2.3,75.1,18.8,2021,9,3,구성동,1,0,0,fall,금요일,0
2021-09-04,1.0,23.2,0.0,1.5,75.4,18.3,2021,9,4,구성동,1,0,0,fall,토요일,1
2021-09-05,0.0,21.7,0.3,1.4,85.4,19.0,2021,9,5,구성동,1,0,0,fall,일요일,1
2021-09-06,0.0,20.7,32.2,2.1,92.9,19.5,2021,9,6,구성동,1,0,0,fall,월요일,0
2021-09-07,0.0,21.0,6.7,1.9,96.5,20.3,2021,9,7,구성동,1,0,0,fall,화요일,0
2021-09-08,1.0,22.2,0.1,1.1,87.4,19.8,2021,9,8,구성동,1,0,0,fall,수요일,0
2021-09-09,1.0,22.4,0.0,0.7,85.0,19.5,2021,9,9,구성동,0,0,0,fall,목요일,0
2021-09-10,1.0,23.6,0.0,1.0,86.8,21.1,2021,9,10,구성동,1,0,0,fall,금요일,0
2021-09-11,0.0,24.3,0.0,0.9,82.3,20.6,2021,9,11,구성동,1,0,0,fall,토요일,1
2021-09-12,0.0,24.1,0.0,0.8,85.3,21.1,2021,9,12,구성동,1,0,1,fall,일요일,1
2021-09-13,1.0,23.9,0.0,3.0,75.0,19.0,2021,9,13,구성동,1,0,0,fall,월요일,0
2021-09-14,0.0,23.0,0.0,3.0,70.4,17.2,2021,9,14,구성동,1,0,0,fall,화요일,0
2021-09-15,1.0,23.9,0.0,3.9,62.1,16.0,2021,9,15,구성동,1,0,0,fall,수요일,0
2021-09-16,0.0,22.8,0.0,2.4,73.0,17.5,2021,9,16,구성동,1,0,0,fall,목요일,0
2021-09-17,1.0,20.7,5.0,1.9,89.4,18.8,2021,9,17,구성동,1,0,0,fall,금요일,0
2021-09-18,0.0,22.4,0.0,1.3,78.9,18.1,2021,9,18,구성동,0,0,0,fall,토요일,1
2021-09-19,0.0,22.9,0.0,1.3,75.5,17.9,2021,9,19,구성동,1,0,0,fall,일요일,1
2021-09-20,1.0,23.6,0.0,3.4,75.0,18.6,2021,9,20,구성동,1,0,0,fall,월요일,1
2021-09-21,0.0,22.6,34.3,2.0,88.3,20.5,2021,9,21,구성동,1,0,0,fall,화요일,1
2021-09-22,0.0,22.5,10.2,1.8,78.4,18.1,2021,9,22,구성동,1,0,0,fall,수요일,1
2021-09-23,0.0,21.1,0.0,1.4,74.6,15.8,2021,9,23,구성동,1,0,0,fall,목요일,0
2021-09-24,0.0,21.3,0.0,1.7,75.0,16.2,2021,9,24,구성동,1,0,0,fall,금요일,0
2021-09-25,1.0,21.0,0.0,1.6,81.1,17.6,2021,9,25,구성동,0,0,0,fall,토요일,1
2021-09-26,0.0,21.3,0.0,1.6,76.0,16.6,2021,9,26,구성동,1,0,0,fall,일요일,1
2021-09-27,0.0,22.2,0.2,2.2,71.9,16.7,2021,9,27,구성동,1,0,0,fall,월요일,0
2021-09-28,1.0,22.0,0.7,1.6,82.9,18.8,2021,9,28,구성동,1,0,0,fall,화요일,0
2021-09-29,0.0,21.5,19.1,1.0,97.0,20.9,2021,9,29,구성동,0,0,0,fall,수요일,0
2021-09-30,0.0,21.9,0.0,1.0,83.6,18.6,2021,9,30,구성동,1,0,0,fall,목요일,0
2021-10-01,0.0,21.6,0.0,1.0,81.5,18.0,2021,10,1,구성동,1,1,1,fall,금요일,0
2021-10-02,0.0,21.4,0.2,1.0,79.5,17.4,2021,10,2,구성동,1,0,1,fall,토요일,1
2021-10-03,0.0,22.6,0.0,1.1,72.9,16.3,2021,10,3,구성동,0,0,1,fall,일요일,1
2021-10-04,0.0,22.9,0.0,1.1,81.0,19.2,2021,10,4,구성동,0,1,1,fall,월요일,1
2021-10-05,0.0,23.4,0.0,1.1,80.9,19.5,2021,10,5,구성동,0,0,0,fall,화요일,0
2021-10-06,0.0,22.6,0.0,1.9,81.0,18.8,2021,10,6,구성동,0,0,0,fall,수요일,0
2021-10-07,0.0,20.6,3.4,0.9,91.8,19.1,2021,10,7,구성동,0,0,0,fall,목요일,0
2021-10-08,0.0,20.3,0.0,0.7,95.1,19.5,2021,10,8,구성동,0,0,0,fall,금요일,0
2021-10-09,2.0,23.2,0.0,1.1,85.9,20.5,2021,10,9,구성동,0,0,0,fall,토요일,1
2021-10-10,0.0,22.9,5.1,1.4,83.4,19.6,2021,10,10,구성동,0,0,0,fall,일요일,1
2021-10-11,0.0,15.4,13.5,1.0,92.8,14.1,2021,10,11,구성동,1,0,0,fall,월요일,1
2021-10-12,0.0,16.2,0.5,1.6,90.1,14.5,2021,10,12,구성동,1,0,0,fall,화요일,0
2021-10-13,0.0,19.6,0.0,2.8,78.4,15.6,2021,10,13,구성동,1,0,0,fall,수요일,0
2021-10-14,1.0,19.9,0.0,1.1,79.0,15.7,2021,10,14,구성동,0,0,0,fall,목요일,0
2021-10-15,0.0,18.6,9.7,0.7,91.8,17.1,2021,10,15,구성동,0,0,1,fall,금요일,0
2021-10-16,0.0,12.2,4.8,2.1,68.0,6.0,2021,10,16,구성동,1,0,0,fall,토요일,1
2021-10-17,0.0,6.0,0.0,1.5,55.0,-3.1,2021,10,17,구성동,1,0,0,fall,일요일,1
2021-10-18,1.0,9.6,0.0,0.9,70.0,3.7,2021,10,18,구성동,0,0,0,fall,월요일,0
2021-10-19,1.0,10.9,3.6,1.1,83.3,7.9,2021,10,19,구성동,0,0,0,fall,화요일,0
2021-10-20,0.0,9.3,0.0,0.9,74.5,4.2,2021,10,20,구성동,0,0,1,fall,수요일,0
2021-10-21,2.0,9.5,0.0,1.0,79.1,5.5,2021,10,21,구성동,0,0,1,fall,목요일,0
2021-10-22,3.0,10.0,0.0,1.2,73.8,4.7,2021,10,22,구성동,0,1,1,fall,금요일,0
2021-10-23,0.0,11.1,0.0,0.8,72.5,5.3,2021,10,23,구성동,0,0,1,fall,토요일,1
2021-10-24,1.0,11.3,0.0,0.8,75.1,6.3,2021,10,24,구성동,0,0,1,fall,일요일,1
2021-10-25,0.0,10.8,0.0,0.9,77.0,6.2,2021,10,25,구성동,0,0,1,fall,월요일,0
2021-10-26,0.0,11.8,0.0,0.8,79.4,7.8,2021,10,26,구성동,0,1,1,fall,화요일,0
2021-10-27,1.0,12.9,0.0,1.1,71.9,7.0,2021,10,27,구성동,0,1,1,fall,수요일,0
2021-10-28,2.0,11.4,0.0,1.0,69.6,5.0,2021,10,28,구성동,0,0,0,fall,목요일,0
2021-10-29,0.0,13.4,0.0,1.7,69.5,7.3,2021,10,29,구성동,0,0,0,fall,금요일,0
2021-10-30,0.0,12.4,0.0,0.7,81.0,8.9,2021,10,30,구성동,0,0,0,fall,토요일,1
2021-10-31,0.0,13.3,0.0,0.8,81.3,9.6,2021,10,31,구성동,0,0,0,fall,일요일,1
2021-11-01,0.0,13.4,0.0,1.1,79.0,9.4,2021,11,1,구성동,0,0,1,fall,월요일,0
2021-11-02,2.0,12.3,0.0,0.9,75.4,7.6,2021,11,2,구성동,1,0,1,fall,화요일,0
2021-11-03,0.0,11.2,0.0,0.9,79.0,7.1,2021,11,3,구성동,0,1,1,fall,수요일,0
2021-11-04,0.0,13.7,0.5,0.8,79.3,9.7,2021,11,4,구성동,0,1,1,fall,목요일,0
2021-11-05,0.0,13.0,0.0,1.2,77.6,8.6,2021,11,5,구성동,0,1,1,fall,금요일,0
2021-11-06,0.0,13.9,0.0,1.3,72.3,8.0,2021,11,6,구성동,0,1,1,fall,토요일,1
2021-11-07,0.0,15.4,0.0,2.7,68.4,9.0,2021,11,7,구성동,1,0,0,fall,일요일,1
2021-11-08,1.0,10.3,10.3,2.0,81.3,7.2,2021,11,8,구성동,0,0,0,fall,월요일,0
2021-11-09,0.0,7.7,2.8,1.8,81.5,4.6,2021,11,9,구성동,0,0,0,fall,화요일,0
2021-11-10,1.0,5.9,3.0,1.0,93.5,4.9,2021,11,10,구성동,0,0,0,fall,수요일,0
2021-11-11,0.0,6.7,0.0,1.4,79.3,3.2,2021,11,11,구성동,0,0,0,fall,목요일,0
2021-11-12,0.0,5.7,0.6,1.2,80.4,2.5,2021,11,12,구성동,0,0,0,fall,금요일,0
2021-11-13,1.0,7.2,0.0,0.8,81.8,3.9,2021,11,13,구성동,0,0,0,fall,토요일,1
2021-11-14,0.0,10.2,0.0,1.0,75.3,5.2,2021,11,14,구성동,0,1,1,fall,일요일,1
2021-11-15,1.0,10.1,0.0,0.7,80.3,6.4,2021,11,15,구성동,0,1,1,fall,월요일,0
2021-11-16,0.0,8.7,0.0,0.9,68.1,1.9,2021,11,16,구성동,0,1,1,fall,화요일,0
2021-11-17,0.0,8.3,0.0,0.9,67.4,1.9,2021,11,17,구성동,0,1,1,fall,수요일,0
2021-11-18,0.0,10.3,0.0,1.2,82.0,7.2,2021,11,18,구성동,0,1,1,fall,목요일,0
2021-11-19,2.0,12.0,0.0,1.1,86.9,9.6,2021,11,19,구성동,0,1,1,fall,금요일,0
2021-11-20,1.0,11.8,0.0,0.7,83.1,8.8,2021,11,20,구성동,0,2,2,fall,토요일,1
2021-11-21,0.0,10.8,0.0,0.9,83.5,7.9,2021,11,21,구성동,0,2,2,fall,일요일,1
2021-11-22,2.0,5.3,3.6,2.5,78.8,1.7,2021,11,22,구성동,1,1,0,fall,월요일,0
2021-11-23,2.0,1.8,0.2,1.5,76.6,-1.9,2021,11,23,구성동,0,0,0,fall,화요일,0
2021-11-24,2.0,6.1,0.0,1.6,66.0,-0.3,2021,11,24,구성동,0,0,0,fall,수요일,0
2021-11-25,0.0,8.7,0.0,1.6,66.5,2.1,2021,11,25,구성동,0,1,1,fall,목요일,0
2021-11-26,0.0,5.4,0.0,1.1,62.5,-2.1,2021,11,26,구성동,0,1,0,fall,금요일,0
2021-11-27,0.0,4.0,0.0,0.8,58.9,-4.2,2021,11,27,구성동,0,1,1,fall,토요일,1
2021-11-28,1.0,4.9,0.0,0.9,57.1,-3.8,2021,11,28,구성동,0,1,0,fall,일요일,1
2021-11-29,1.0,6.3,0.0,0.7,73.0,1.5,2021,11,29,구성동,0,1,1,fall,월요일,0
2021-11-30,1.0,6.1,20.7,2.0,86.8,3.9,2021,11,30,구성동,0,0,0,fall,화요일,0
2021-12-01,0.0,0.9,0.0,2.8,59.9,-6.1,2021,12,1,구성동,0,0,0,winter,수요일,0
2021-12-02,5.0,2.6,0.1,1.2,69.5,-2.7,2021,12,2,구성동,0,0,0,winter,목요일,0
2021-12-03,0.0,4.5,1.6,2.3,68.4,-1.4,2021,12,3,구성동,0,0,0,winter,금요일,0
2021-12-04,0.0,0.6,0.1,0.8,74.8,-3.7,2021,12,4,구성동,0,0,0,winter,토요일,1
2021-12-05,0.0,2.1,0.0,0.8,78.9,-1.7,2021,12,5,구성동,0,0,0,winter,일요일,1
2021-12-06,0.0,4.4,0.0,0.7,78.9,0.8,2021,12,6,구성동,0,1,1,winter,월요일,0
2021-12-07,0.0,5.4,0.0,0.9,77.6,1.3,2021,12,7,구성동,0,1,1,winter,화요일,0
2021-12-08,1.0,5.6,0.0,0.7,80.5,2.1,2021,12,8,구성동,0,1,1,winter,수요일,0
2021-12-09,0.0,5.6,0.0,0.7,81.3,2.2,2021,12,9,구성동,0,1,1,winter,목요일,0
2021-12-10,3.0,6.6,1.5,0.5,95.6,5.9,2021,12,10,구성동,0,1,1,winter,금요일,0
2021-12-11,1.0,7.3,0.0,0.7,86.6,5.0,2021,12,11,구성동,0,1,1,winter,토요일,1
2021-12-12,0.0,3.9,0.0,2.1,66.4,-2.3,2021,12,12,구성동,0,1,1,winter,일요일,1
2021-12-13,0.0,-1.6,0.0,1.2,52.5,-10.5,2021,12,13,구성동,0,0,0,winter,월요일,0
2021-12-14,0.0,3.4,0.0,1.1,69.3,-1.7,2021,12,14,구성동,0,0,0,winter,화요일,0
2021-12-15,1.0,8.3,0.1,1.1,81.9,5.3,2021,12,15,구성동,0,1,1,winter,수요일,0
2021-12-16,0.0,6.7,0.0,0.8,83.8,3.9,2021,12,16,구성동,0,2,2,winter,목요일,0
2021-12-17,0.0,-2.0,0.0,3.6,60.9,-8.8,2021,12,17,구성동,1,1,0,winter,금요일,0
2021-12-18,0.0,-3.8,0.1,1.4,66.4,-9.8,2021,12,18,구성동,0,0,0,winter,토요일,1
2021-12-19,0.0,1.5,0.4,1.4,72.5,-3.1,2021,12,19,구성동,0,0,0,winter,일요일,1
2021-12-20,0.0,6.7,0.0,1.3,72.9,2.0,2021,12,20,구성동,0,1,1,winter,월요일,0
2021-12-21,1.0,7.9,0.0,1.4,72.9,3.1,2021,12,21,구성동,0,1,1,winter,화요일,0
2021-12-22,1.0,2.9,0.0,0.8,55.5,-6.3,2021,12,22,구성동,0,1,1,winter,수요일,0
2021-12-23,1.0,2.7,0.0,0.8,61.1,-4.5,2021,12,23,구성동,0,1,1,winter,목요일,0
2021-12-24,1.0,1.8,0.0,2.2,67.9,-3.8,2021,12,24,구성동,0,1,1,winter,금요일,0
2021-12-25,1.0,-7.1,0.0,3.6,53.1,-15.3,2021,12,25,구성동,1,0,0,winter,토요일,1
