RECV_CPLT_DM,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,cluster
2022-11-07 14:01:58,세종특별자치시 세종시 나성동 (행정:새롬동 ) 713,127.259698,36.483187,22,11,7,14,45
2022-11-09 19:14:50,세종특별자치시 세종시 새롬동 (새롬동 ) 580,127.250304,36.487066,22,11,9,19,31
2022-11-09 12:43:15,세종특별자치시 세종시 다정동 (행정:다정동 ) 946,127.246636,36.495282,22,11,9,12,37
2022-11-09 19:54:08,세종특별자치시 세종시 금남면 용포리(금남면 ) 205-2,127.2817446,36.46820854,22,11,9,19,26
2022-11-09 11:01:18,세종특별자치시 세종시 한솔동 (행정:한솔동 ) 984,127.252637,36.473724,22,11,9,11,13
2022-11-09 19:23:14,세종특별자치시 세종시 조치원읍 서창리(조치원읍 ) 203-14,127.2901297,36.6140199,22,11,9,19,8
2022-11-13 15:54:29,세종특별자치시 세종시 전동면 석곡리(전동면 ) 5-13,127.264981,36.648964,22,11,13,15,3
2022-11-09 08:16:52,세종특별자치시 세종시 보람동 (보람동 ) 784-1,127.28824177,36.47631648,22,11,9,8,23
2022-11-13 14:16:27,세종특별자치시 세종시 보람동 (보람동 ) 753,127.2881556,36.4775437,22,11,13,14,23
2022-11-10 23:39:31,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 44,127.304978,36.603259,22,11,10,23,21
2022-11-14 08:47:47,세종특별자치시 세종시 나성동 (행정:새롬동 ) 762,127.256968,36.490866,22,11,14,8,43
2022-11-06 10:25:24,세종특별자치시 세종시 나성동 (새롬동 ) 732,127.2560334,36.4921993,22,11,6,10,43
2022-11-06 10:26:47,세종특별자치시 세종시 나성동 (새롬동 ) 732,127.25601014,36.49245758,22,11,6,10,43
2022-11-06 11:30:04,세종특별자치시 세종시 나성동 (행정:새롬동 ) 732,127.255774,36.492088,22,11,6,11,43
2022-11-11 18:43:46,세종특별자치시 세종시 금남면 두만리(금남면 ) 37-17,127.29485442,36.42285843,22,11,11,18,6
2022-11-17 16:40:39,세종특별자치시 세종시 금남면 용포리(금남면 ) 122-2,127.2802001,36.4639556,22,11,17,16,26
2022-11-11 18:43:46,세종특별자치시 세종시 금남면 두만리(금남면 ) 37-17,127.29485442,36.42285843,22,11,11,18,6
2022-11-10 14:38:31,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍 ) 24-3,127.298241,36.602437,22,11,10,14,25
2022-11-14 18:10:40,세종특별자치시 세종시 아름동 (아름동 ) 1315,127.242258,36.512107,22,11,14,18,32
2022-11-06 22:13:11,세종특별자치시 세종시 연서면 월하리(연서면 ) 657-13,127.291996,36.57575,22,11,6,22,11
2022-11-11 18:32:53,세종특별자치시 세종시 금남면 두만리(금남면 ) 581-9,127.29457862,36.42324545,22,11,11,18,6
2022-11-11 18:32:53,세종특별자치시 세종시 금남면 두만리(금남면 ) 581-9,127.29457862,36.42324545,22,11,11,18,6
2022-11-11 17:57:16,세종특별자치시 세종시 고운동 (고운동 ) 157-25,127.2484639,36.5279437,22,11,11,17,17
2022-11-11 18:04:40,세종특별자치시 세종시 아름동 (아름동 ) 1480,127.24875077,36.52779475,22,11,11,18,17
2022-11-11 18:18:12,세종특별자치시 세종시 어진동 (도담동 ) 657,127.264895,36.496303,22,11,11,18,36
2022-11-14 13:32:20,세종특별자치시 세종시 소담동 (행정:소담동 ) 598-1,127.305484,36.481647,22,11,14,13,20
2022-11-10 08:00:50,세종특별자치시 세종시 부강면 갈산리(부강면 ) 산51-30,127.357013,36.539969,22,11,10,8,4
2022-11-10 20:09:55,세종특별자치시 세종시 연서면 봉암리(연서면 ) 215-15,127.283607,36.562597,22,11,10,20,10
2022-11-11 06:29:28,세종특별자치시 세종시 연서면 월하리(연서면 ) 656-2,127.291889,36.575986,22,11,11,6,11
2022-11-14 16:06:44,세종특별자치시 세종시 나성동 (행정:새롬동 ) 712,127.259523,36.483506,22,11,14,16,45
2022-11-14 14:03:14,세종특별자치시 세종시 어진동 (도담동 ) 588,127.259209,36.497816,22,11,14,14,42
2022-11-11 05:41:49,세종특별자치시 세종시 전의면 유천리(전의면 ) 298-3,127.168529,36.686493,22,11,11,5,2
2022-11-11 19:14:58,세종특별자치시 세종시 연서면 월하리(행정:연서면 ) 507-1,127.289643,36.573781,22,11,11,19,11
2022-11-14 11:20:10,세종특별자치시 세종시 가람동 (한솔동 ) 796-6,127.25562572,36.47031784,22,11,14,11,13
2022-11-10 18:25:43,세종특별자치시 세종시 소담동 (소담동 ) 530,127.30178822,36.4877091,22,11,10,18,22
2022-11-10 18:15:21,세종특별자치시 세종시 금남면 용포리(금남면 ) 135-5,127.2812676,36.4652807,22,11,10,18,26
2022-11-14 14:41:01,세종특별자치시 세종시 다정동(새롬동) 363-445,127.25558336,36.49398168,22,11,14,14,43
2022-11-11 14:33:53,세종특별자치시 세종시 나성동 (행정:새롬동 ) 763,127.257031,36.490325,22,11,11,14,43
2022-11-10 13:06:36,세종특별자치시 세종시 부강면 부강리(부강면 ) 401-60,127.36514272,36.53163174,22,11,10,13,4
2022-11-11 16:39:40,세종특별자치시 세종시 금남면 용포리(금남면 ) 454-6,127.280345,36.463569,22,11,11,16,26
2022-11-21 15:14:34,세종특별자치시 세종시 새롬동 (행정:새롬동 ),127.250802,36.486561,22,11,21,15,31
2022-11-15 15:05:08,세종특별자치시 세종시 대평동 (행정:대평동 ) 685,127.276814,36.47301,22,11,15,15,28
2022-11-17 13:42:56,세종특별자치시 세종시 어진동 (도담동 ) 702,127.26114,36.507053,22,11,17,13,34
2022-11-18 15:31:28,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 254-2,127.298981,36.5915698,22,11,18,15,16
2022-11-13 23:58:00,세종특별자치시 세종시 조치원읍 신안리(조치원읍 ) 33,127.29271991,36.61359535,22,11,13,23,8
2022-11-16 17:57:59,세종특별자치시 세종시 금남면 용포리(행정:금남면 ) 212-1,127.281411,36.469063,22,11,16,17,26
2022-12-08 00:38:25,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍 ) 1-16,127.30063,36.602326,22,12,8,0,25
2022-11-17 18:21:42,세종특별자치시 세종시 대평동 (대평동 ) 269-70,127.27522897,36.46756313,22,11,17,18,27
2022-11-17 18:38:33,세종특별자치시 세종시 도담동 (행정:도담동 ),127.258468,36.515586,22,11,17,18,35
2022-11-17 18:48:31,세종특별자치시 세종시 나성동 (새롬동 ) 761,127.25646485,36.49112556,22,11,17,18,43
2022-11-16 12:52:38,세종특별자치시 세종시 가람동 (한솔동 ) 970,127.25103,36.470557,22,11,16,12,13
2022-11-16 18:58:38,세종특별자치시 세종시 종촌동 (종촌동 ) 665,127.250088,36.503502,22,11,16,18,38
2022-11-16 18:10:31,세종특별자치시 세종시 새롬동 (새롬동 ) 563,127.25580872,36.48926357,22,11,16,18,43
2022-11-28 07:42:25,세종특별자치시 세종시 대평동(한솔동) 269-14,127.27376821,36.46918043,22,11,28,7,27
2022-11-12 21:30:22,세종특별자치시 세종시 나성동 (행정:새롬동 ) 763,127.257079,36.490422,22,11,12,21,43
2022-11-15 10:34:48,세종특별자치시 세종시 도담동 (도담동 ) 407-7,127.25719505,36.51918217,22,11,15,10,35
2022-11-18 19:21:48,세종특별자치시 세종시 부강면 부강리(부강면 ) 519-12,127.368665,36.527138,22,11,18,19,4
2022-11-23 06:52:08,세종특별자치시 세종시 대평동 (행정:대평동 ),127.275078,36.467425,22,11,23,6,27
2022-11-12 21:52:53,세종특별자치시 세종시 조치원읍 신안리(행정:조치원읍 ) 382-5,127.289667,36.615043,22,11,12,21,8
2022-11-12 08:22:22,세종특별자치시 세종시 아름동(도담동) 81,127.25088489,36.51271037,22,11,12,8,33
2022-11-16 15:44:06,세종특별자치시 세종시 어진동 (도담동 ) 550,127.26318191,36.50679745,22,11,16,15,34
2022-11-12 18:59:01,세종특별자치시 세종시 아름동 (행정:아름동 ) 1350,127.24701003,36.51169904,22,11,12,18,33
2022-11-16 09:07:19,세종특별자치시 세종시 금남면 용포리(금남면 ) 320,127.27889496,36.46230947,22,11,16,9,26
2022-11-18 17:42:26,세종특별자치시 세종시 새롬동 (새롬동 ) 628,127.2504008,36.4852738,22,11,18,17,31
2022-11-23 17:28:55,세종특별자치시 세종시 아름동 (행정:아름동 ) 1316,127.242608,36.51228,22,11,23,17,32
2022-11-21 23:46:21,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 137-4,127.29131,36.592047,22,11,21,23,16
2022-11-16 19:17:00,세종특별자치시 세종시 나성동 (새롬동 ) 361-214,127.25712836,36.48913801,22,11,16,19,43
2022-11-18 07:44:01,세종특별자치시 세종시 반곡동 (반곡동 ) 760,127.30636066,36.4955659,22,11,18,7,19
2022-11-18 08:02:28,세종특별자치시 세종시 장군면 봉안리(장군면 ) 539-6,127.22181987,36.49870276,22,11,18,8,29
2022-11-15 19:54:47,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 141-52,127.29696355,36.60012361,22,11,15,19,25
2022-11-22 17:30:38,세종특별자치시 세종시 나성동 (행정:새롬동 ),127.257607,36.490477,22,11,22,17,43
2022-11-23 08:34:45,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 39-6,127.30463618,36.60305247,22,11,23,8,21
2022-11-29 11:22:57,세종특별자치시 세종시 부강면 부강리(행정:부강면 ) 451,127.367791,36.530946,22,11,29,11,4
2022-11-22 00:41:23,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍 ),127.292186,36.591022,22,11,22,0,16
2022-11-16 10:40:20,세종특별자치시 세종시 금남면 용포리(금남면 ) 237-33,127.27742105,36.46163528,22,11,16,10,26
2022-11-24 18:39:00,세종특별자치시 세종시 다정동 (다정동 ) 973,127.255669,36.4911,22,11,24,18,43
2022-11-24 18:11:27,세종특별자치시 세종시 금남면 용담리(금남면 ) 3-5,127.29260168,36.42180754,22,11,24,18,6
2022-11-19 18:17:56,세종특별자치시 세종시 소정면 운당리(소정면 ) 127-1,127.1505529,36.700505,22,11,19,18,1
2022-11-20 15:55:24,세종특별자치시 세종시 대평동 (대평동 ) 268-26,127.2747177,36.4685637,22,11,20,15,27
2022-11-24 12:23:41,세종특별자치시 세종시 보람동(보람동) 623-10,127.29291915,36.48098807,22,11,24,12,23
2022-11-23 18:30:10,세종특별자치시 세종시 아름동 (행정:아름동 ) 1318,127.243358,36.512197,22,11,23,18,32
2022-11-28 20:59:57,세종특별자치시 세종시 새롬동 (새롬동 ) 558-2,127.251361,36.4873499,22,11,28,20,31
2022-11-21 08:26:02,세종특별자치시 세종시 가람동 (한솔동 ) 65-7,127.25287008,36.4714265,22,11,21,8,13
2022-11-21 08:47:00,세종특별자치시 세종시 다정동 (행정:다정동 ) 920,127.250497,36.49606,22,11,21,8,37
2022-11-19 15:57:32,세종특별자치시 세종시 소정면 운당리(소정면 ) 185-13,127.14930296,36.70603037,22,11,19,15,1
2022-11-27 13:38:47,세종특별자치시 세종시 종촌동 (종촌동 ) 654,127.25041246,36.50485423,22,11,27,13,38
2022-11-24 18:09:06,세종특별자치시 세종시 금남면 용담리(금남면 ) 3-5,127.29260168,36.42180754,22,11,24,18,6
2022-11-19 00:59:34,세종특별자치시 세종시 금남면 용포리(행정:금남면 ) 320,127.278911,36.46287,22,11,19,0,26
2022-11-21 13:21:42,세종특별자치시 세종시 도담동 (도담동 ) 899,127.26232052,36.52492762,22,11,21,13,14
2022-11-21 19:17:40,세종특별자치시 세종시 조치원읍 교리(조치원읍 ) 17-19,127.29897,36.604149,22,11,21,19,24
2022-11-30 16:39:35,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 12-1,127.297574,36.601231,22,11,30,16,25
2022-12-02 13:26:43,세종특별자치시 세종시 어진동 (도담동 ) 550,127.2623581,36.5069997,22,12,2,13,34
2022-11-21 19:54:28,세종특별자치시 세종시 다정동 (다정동 ) 920,127.24891206,36.49620961,22,11,21,19,37
2022-12-07 22:52:26,세종특별자치시 세종시 소담동 (소담동 ) 586,127.30231848,36.48479816,22,12,7,22,22
2022-11-19 21:55:44,세종특별자치시 세종시 가람동 (한솔동 ) 970,127.2503632,36.4709187,22,11,19,21,13
2022-11-26 17:42:12,세종특별자치시 세종시 나성동 (새롬동 ) 735,127.25632284,36.49111895,22,11,26,17,43
2022-11-24 09:04:49,세종특별자치시 소담동 617 ,127.30742,36.48191,22,11,24,9,20
2022-11-20 16:16:25,세종특별자치시 세종시 어진동 (도담동 ) 595,127.26341617,36.49672175,22,11,20,16,36
2022-11-21 06:20:38,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍 ),127.304796,36.603099,22,11,21,6,21
2022-11-30 09:54:58,세종특별자치시 세종시 소정면 운당리(행정:소정면 ) 35-4,127.15225,36.69775,22,11,30,9,1
2022-11-28 18:38:57,세종특별자치시 세종시 다정동 (다정동 ) 산15,127.23995387,36.49841917,22,11,28,18,40
2022-11-25 13:18:36,세종특별자치시 세종시 가람동 (한솔동 ) 434-1,127.249553,36.47329,22,11,25,13,13
2022-11-21 19:47:37,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 256-2,127.29863857,36.59213128,22,11,21,19,16
2022-11-25 16:44:32,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 12-11,127.2979403,36.6005391,22,11,25,16,25
2022-11-22 17:30:22,세종특별자치시 세종시 부강면 부강리(행정:부강면 ) 962-7,127.36748773,36.52823549,22,11,22,17,4
2022-11-26 14:05:25,세종특별자치시 세종시 다정동 (다정동 ) 363-466,127.24201561,36.49118778,22,11,26,14,31
2022-11-22 10:00:30,세종특별자치시 세종시 새롬동 (새롬동 ) 573,127.25343708,36.48533768,22,11,22,10,31
2022-11-25 22:08:11,세종특별자치시 세종시 조치원읍 교리(조치원읍 ) 28-1,127.2976978,36.60366371,22,11,25,22,24
2022-11-26 21:24:20,세종특별자치시 세종시 나성동 (새롬동 ) 735,127.255969,36.490928,22,11,26,21,43
2022-11-27 00:32:22,세종특별자치시 세종시 연기면 보통리(행정:연기면 ),127.277855,36.55272,22,11,27,0,9
2022-11-25 10:11:55,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 7-13,127.298348,36.600748,22,11,25,10,25
2022-11-22 19:50:14,세종특별자치시 세종시 한솔동 (행정:한솔동 ) 984,127.252637,36.473724,22,11,22,19,13
2022-11-29 04:59:26,세종특별자치시 조치원읍 정리 102-2 ,127.2981796,36.5999413,22,11,29,4,25
2022-11-22 18:36:05,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍 ) 51-2,127.291592,36.603134,22,11,22,18,18
2022-11-29 12:50:17,세종특별자치시 세종시 소담동 (소담동 ) 543,127.29950666,36.48474813,22,11,29,12,22
2022-11-22 19:17:55,세종특별자치시 세종시 아름동 (행정:아름동 ) 1324,127.245719,36.512225,22,11,22,19,33
2022-11-28 18:47:17,세종특별자치시 세종시 다정동 (다정동 ) 363-457,127.24359786,36.48923619,22,11,28,18,31
2022-11-28 17:22:57,세종특별자치시 세종시 나성동 (새롬동 ) 732,127.2560149,36.49242027,22,11,28,17,43
2022-11-29 09:05:29,세종특별자치시 세종시 새롬동 (새롬동 ) 556,127.24955507,36.48797144,22,11,29,9,31
2022-11-30 23:38:54,세종특별자치시 세종시 소정면 운당리(소정면 ) 62-10,127.154818,36.695033,22,11,30,23,1
2022-12-03 00:25:13,세종특별자치시 세종시 연기면 보통리(행정:연기면 ),127.277855,36.55272,22,12,3,0,9
2022-11-30 13:47:33,세종특별자치시 세종시 나성동(한솔동) 380-15,127.25765527,36.48609558,22,11,30,13,43
2022-11-29 16:21:45,세종특별자치시 세종시 새롬동 (새롬동 ) 554,127.24700263,36.48751149,22,11,29,16,31
2022-11-29 16:03:25,세종특별자치시 세종시 나성동 (새롬동 ) 747,127.257846,36.486035,22,11,29,16,43
2022-12-03 00:28:28,세종특별자치시 세종시 연기면 연기리(연기면 ) 511-1,127.27772064,36.55256113,22,12,3,0,9
2022-12-03 01:00:32,세종특별자치시 세종시 연기면 보통리(행정:연기면 ),127.277855,36.55272,22,12,3,1,9
2022-12-08 10:28:23,세종특별자치시 세종시 아름동 (아름동 ) 805,127.24865198,36.52632236,22,12,8,10,17
2022-12-05 23:27:38,세종특별자치시 세종시 보람동 (보람동 ) 744,127.28982091,36.47917449,22,12,5,23,23
2022-12-08 10:56:09,세종특별자치시 세종시 연기면 연기리(연기면 ) 515-9,127.27674,36.551149,22,12,8,10,9
2022-11-30 13:45:54,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 94,127.30100003,36.60105618,22,11,30,13,25
2022-11-28 13:05:03,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 12-11,127.297747,36.600523,22,11,28,13,25
2022-11-28 09:51:14,세종특별자치시 세종시 도담동 (도담동 ) 407,127.25776922,36.51929906,22,11,28,9,35
2022-12-01 19:09:55,세종특별자치시 세종시 아름동 (아름동 ) 805,127.2484964,36.5258342,22,12,1,19,17
2022-11-30 18:09:04,세종특별자치시 세종시 대평동 (대평동 ) 705,127.27792,36.472024,22,11,30,18,28
2022-11-27 15:48:49,세종특별자치시 세종시 한솔동 (한솔동 ) 939,127.2596289,36.48280706,22,11,27,15,45
2022-11-30 11:15:35,세종특별자치시 세종시 소담동 (소담동 ) 32-106,127.30550404,36.47976326,22,11,30,11,20
2022-12-04 13:48:19,세종특별자치시 세종시 보람동 (보람동 ) 764,127.29113325,36.47762811,22,12,4,13,23
2022-11-26 19:14:51,세종특별자치시 세종시 소담동 (소담동 ) 120-1,127.302146,36.48831,22,11,26,19,22
2022-12-08 20:33:02,세종특별자치시 세종시 소담동 (소담동 ) 9-7,127.30800475,36.48039957,22,12,8,20,20
2022-12-05 16:36:26,세종특별자치시 세종시 나성동 (행정:새롬동 ) 741,127.256485,36.488526,22,12,5,16,43
2022-12-02 13:29:12,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 3,127.30442,36.603495,22,12,2,13,21
2022-12-07 06:59:42,세종특별자치시 세종시 도담동 (행정:도담동 ) 407,127.257943,36.519513,22,12,7,6,35
2022-11-30 21:54:17,세종특별자치시 세종시 소정면 운당리(행정:소정면 ),127.14967,36.705952,22,11,30,21,1
2022-12-01 11:51:33,세종특별자치시 세종시 아름동 (아름동 ) 1308,127.24166384,36.51336136,22,12,1,11,32
2022-12-09 00:22:50,세종특별자치시 세종시 연기면 보통리(연기면 ) 371-9,127.27827938,36.55360452,22,12,9,0,9
2022-12-01 00:42:46,세종특별자치시 세종시 나성동 (행정:새롬동 ) 762,127.256968,36.490839,22,12,1,0,43
2022-12-01 01:50:46,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 391-13,127.29197502,36.59170389,22,12,1,1,16
2022-12-01 01:45:44,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 391-13,127.29197502,36.59170389,22,12,1,1,16
2022-11-27 12:18:36,세종특별자치시 세종시 조치원읍 상리(조치원읍 ) 26-1,127.3037982,36.60276532,22,11,27,12,21
2022-12-07 17:41:14,세종특별자치시 세종시 종촌동 (종촌동 ) 664,127.24981818,36.50371102,22,12,7,17,38
2022-11-27 03:52:21,세종특별자치시 세종시 나성동 (행정:새롬동 ) 762,127.25666407,36.49072297,22,11,27,3,43
2022-12-09 20:33:52,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍 ) 261-9,127.292742,36.603715,22,12,9,20,18
2022-12-09 20:50:31,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍 ) 261-9,127.292742,36.603715,22,12,9,20,18
2022-11-30 07:40:40,세종특별자치시 세종시 가람동 (한솔동 ) 791-9,127.25235882,36.47098195,22,11,30,7,13
2022-12-03 14:41:36,세종특별자치시 세종시 새롬동 (새롬동 ) 558-1,127.25050579,36.48886219,22,12,3,14,31
2022-12-05 10:43:04,세종특별자치시 세종시 조치원읍 정리(행정:조치원읍 ) 64-2,127.299531,36.599048,22,12,5,10,25
2022-12-07 14:59:20,세종특별자치시 세종시 소담동 (소담동 ) 582,127.30165243,36.48501635,22,12,7,14,22
2022-12-03 21:39:20,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍 ) 263-5,127.292353,36.604076,22,12,3,21,18
2022-12-06 18:22:56,세종특별자치시 세종시 어진동 (행정:도담동 ) 551,127.26281,36.50765,22,12,6,18,34
2022-12-07 08:58:18,세종특별자치시 세종시 도담동 (행정:도담동 ) 407,127.257943,36.519513,22,12,7,8,35
2022-12-07 07:27:41,세종특별자치시 세종시 도담동 (도담동 ) 909,127.25911768,36.51799805,22,12,7,7,35
2022-12-02 20:47:02,세종특별자치시 세종시 가람동 (행정:한솔동 ),127.250941,36.470896,22,12,2,20,13
2022-12-08 21:16:23,세종특별자치시 세종시 연서면 봉암리(연서면 ) 230-6,127.28453979,36.56152749,22,12,8,21,10
2022-12-12 17:29:14,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 8-10,127.29851856,36.60164871,22,12,12,17,25
2022-12-08 14:40:17,세종특별자치시 세종시 도담동(도담동) 195-6,127.25890895,36.51158904,22,12,8,14,35
2022-12-03 15:27:03,세종특별자치시 세종시 나성동 (행정:새롬동 ) 798,127.257801,36.489644,22,12,3,15,43
2022-12-03 11:43:11,세종특별자치시 세종시 조치원읍 원리(조치원읍 ) 3-2,127.300365,36.6015798,22,12,3,11,25
2022-12-01 10:12:22,세종특별자치시 세종시 나성동 (행정:새롬동 ) 739,127.256201,36.489412,22,12,1,10,43
2022-12-07 07:36:19,세종특별자치시 세종시 장군면 봉안리(장군면 ) 383-4,127.22401038,36.49879746,22,12,7,7,29
2022-12-07 07:28:07,세종특별자치시 세종시 도담동 (도담동 ) 584,127.25916082,36.51815141,22,12,7,7,35
2022-12-08 16:11:12,세종특별자치시 세종시 전의면 유천리(전의면 ) 산159-21,127.1735179,36.6853827,22,12,8,16,2
2022-12-06 16:44:26,세종특별자치시 세종시 소담동 (행정:소담동 ),127.301103,36.484534,22,12,6,16,22
2022-12-01 21:23:37,세종특별자치시 세종시 새롬동 (행정:새롬동 ),127.246971,36.4855,22,12,1,21,31
2022-12-09 11:13:20,세종특별자치시 세종시 나성동 (새롬동 ) 471-2,127.26045246,36.48368563,22,12,9,11,45
2022-12-05 15:57:12,세종특별자치시 세종시 아름동 (아름동 ) 1315,127.24226085,36.51223013,22,12,5,15,32
2022-12-08 22:57:05,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 129-7,127.2916317,36.5917468,22,12,8,22,16
2022-12-02 11:57:45,세종특별자치시 세종시 다정동 (다정동 ) 50-13,127.24061763,36.49985285,22,12,2,11,40
2022-12-10 19:50:15,세종특별자치시 세종시 전동면 석곡리(행정:전동면 ) 27-2,127.25927499,36.65457373,22,12,10,19,3
2022-12-03 12:42:15,세종특별자치시 세종시 아름동 (아름동 ) 1349,127.24626076,36.51180439,22,12,3,12,33
2022-12-08 22:50:43,세종특별자치시 세종시 조치원읍 신흥리(조치원읍 ) 129-7,127.2916317,36.5917468,22,12,8,22,16
2022-12-12 20:13:32,세종특별자치시 세종시 가람동 (한솔동 ) 405-3,127.2517848,36.47029638,22,12,12,20,13
2022-12-13 11:08:24,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍 ) 238,127.299269,36.592244,22,12,13,11,16
2022-12-04 16:48:50,세종특별자치시 세종시 다정동 (다정동 ) 945,127.24886272,36.49588637,22,12,4,16,37
2022-12-09 08:47:32,세종특별자치시 세종시 조치원읍 침산리(조치원읍 ) 240-7,127.2928977,36.60354853,22,12,9,8,18
2022-12-12 08:32:44,세종특별자치시 세종시 연서면 월하리(연서면 ) 652,127.29176453,36.57588299,22,12,12,8,11
2022-12-06 13:08:50,세종특별자치시 세종시 새롬동 (행정:새롬동 ) 579,127.251219,36.486894,22,12,6,13,31
2022-12-13 15:09:38,세종특별자치시 세종시 조치원읍 침산리(조치원읍 ) 89,127.29300565,36.60296073,22,12,13,15,18
2022-12-11 23:35:22,세종특별자치시 세종시 도담동 (도담동 ) 655,127.258351,36.516044,22,12,11,23,35
2022-12-13 16:02:33,세종특별자치시 세종시 도담동 (도담동 ) 928,127.25874603,36.51221106,22,12,13,16,35
2022-12-12 19:16:36,세종특별자치시 세종시 가람동 (한솔동 ) 405-3,127.2517848,36.47029638,22,12,12,19,13
2022-12-12 19:16:48,세종특별자치시 세종시 가람동 (한솔동 ) 974,127.2517955,36.4701998,22,12,12,19,13
2022-12-11 12:57:44,세종특별자치시 세종시 조치원읍 신안리(조치원읍 ) 360-17,127.2880751,36.6150069,22,12,11,12,8
2022-12-10 18:51:40,세종특별자치시 세종시 보람동 (보람동 ) 713,127.29356524,36.48071953,22,12,10,18,23
2022-12-10 10:31:46,세종특별자치시 세종시 새롬동 (새롬동 ) 617,127.250648,36.485918,22,12,10,10,31
2022-12-10 20:54:41,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 235-3,127.2986954,36.59209466,22,12,10,20,16
2022-12-10 07:03:29,세종특별자치시 세종시 가람동 (한솔동 ) 405-3,127.25184646,36.47056504,22,12,10,7,13
2022-12-13 03:14:09,세종특별자치시 세종시 조치원읍 침산리(조치원읍 ) 266-9,127.291106,36.6044551,22,12,13,3,18
2022-12-10 13:43:58,세종특별자치시 세종시 도담동 (행정:도담동 ),127.260079,36.513864,22,12,10,13,35
2022-12-10 23:14:38,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍 ) 259-1,127.29348336,36.60457504,22,12,10,23,18
2022-12-15 20:03:27,세종특별자치시 세종시 도담동 (도담동 ) 584,127.25875454,36.51800812,22,12,15,20,35
2022-12-20 13:59:26,세종특별자치시 세종시 도담동 (행정:도담동 ) 657,127.258483,36.515282,22,12,20,13,35
2022-12-14 08:29:41,세종특별자치시 세종시 금남면 두만리(행정:금남면 ),127.290188,36.425207,22,12,14,8,6
2022-12-11 18:28:33,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍 ) 273-8,127.289543,36.59531,22,12,11,18,15
2022-12-14 08:07:38,세종특별자치시 세종시 대평동 (대평동 ) 77-62,127.28085995,36.46973848,22,12,14,8,26
2022-12-10 18:54:13,세종특별자치시 세종시 보람동 (보람동 ) 713,127.29377747,36.48102522,22,12,10,18,23
2022-12-10 18:49:40,세종특별자치시 세종시 보람동 (보람동 ) 774,127.29402645,36.4807926,22,12,10,18,23
2022-12-14 09:03:00,세종특별자치시 세종시 도담동 (도담동 ) 407,127.25810673,36.51946046,22,12,14,9,35
2022-12-16 08:05:28,세종특별자치시 세종시 조치원읍 서창리(조치원읍 ) 51-6,127.2926295,36.6128129,22,12,16,8,8
2022-12-10 21:36:14,세종특별자치시 세종시 금남면 용포리(금남면 ) 91-13,127.28068362,36.46360078,22,12,10,21,26
2022-12-11 03:50:00,세종특별자치시 세종시 전의면 유천리(행정:전의면 ) 322,127.170799,36.683761,22,12,11,3,2
2022-12-18 20:09:41,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍 ) 15-10,127.29902328,36.60201771,22,12,18,20,25
2022-12-28 19:35:37,세종특별자치시 세종시 고운동 (고운동 ) 1393,127.2371238,36.516307,22,12,28,19,30
2022-12-15 16:46:18,세종특별자치시 세종시 종촌동(도담동) 151-109,127.250777,36.50529487,22,12,15,16,38
2022-12-10 20:51:39,세종특별자치시 세종시 조치원읍 죽림리(조치원읍 ) 256-2,127.298563,36.592026,22,12,10,20,16
2022-12-15 19:05:07,세종특별자치시 세종시 한솔동 (한솔동 ) 947,127.261333,36.480017,22,12,15,19,44
2022-12-16 18:05:20,세종특별자치시 세종시 연서면 월하리(연서면 ) 485-16,127.29164441,36.57508669,22,12,16,18,11
2022-12-16 17:59:53,세종특별자치시 세종시 연서면 월하리(연서면 ) 138-4,127.29109905,36.57346916,22,12,16,17,11
